feature_name,shap_feature_importance,dfx_feature_importance,permutation_feature_importance,model_feature_importance,random_feature_importance
ram,0.008395741064300848,0.030504838964453454,-1,-1,0.054367554544136554
pc,0.004950189736303439,-0.0003744827856620011,-1,-1,0.8866521536801618
int_memory,0.004397370814708393,-0.00021549796837346964,-1,-1,0.570206975457836
px_height,0.003962030137833452,0.00037448278566202826,-1,-1,0.8178602926684215
px_width,0.0030267486866674236,0.0001341577716815623,-1,-1,0.36093832152917804
n_cores,0.0030118110948910114,-0.00037718984926188884,-1,-1,0.6742063329692365
talk_time,0.0022396111175098697,0.0003771898492618859,-1,-1,0.8843804288175862
blue,0.00212957611518775,-0.0004279676929668126,-1,-1,0.04166008820721545
mobile_wt,0.0018942619270744376,-0.0005961323838542973,-1,-1,0.8329296983014778
sc_w,0.001884264773610343,-0.00039794664691995466,-1,-1,0.5668465933964141
battery_power,0.0018240175324417665,0.0005961323838543045,-1,-1,0.18483203733484066
clock_speed,0.0015206678347912915,0.00016215273627528427,-1,-1,0.8046358161175967
sc_h,0.0014607997891578752,-0.00013415777168156433,-1,-1,0.6261176335052404
fc,0.0012231858000676665,0.0001341577716815545,-1,-1,0.8742343202649294
touch_screen,0.0010128323282548837,0.00021549796837348019,-1,-1,0.5110993834123948
four_g,0.0010034364256852827,0.0003251622418562617,-1,-1,0.20014263510524688
three_g,0.0009082124729472472,-0.0002245879714135778,-1,-1,0.2523325772345517
m_dep,0.0008095936550785433,-0.0002124663999787152,-1,-1,0.7472730375722779
dual_sim,0.0007791248102177927,-0.0002312283571119647,-1,-1,0.7428134078762199
wifi,0.0003612624474753054,-5.7757282698591685e-05,-1,-1,0.3099015654054309
