feature_name,shap_feature_importance,dfx_feature_importance,permutation_feature_importance,model_feature_importance,random_feature_importance
ram,0.29202202017057177,0.1452407407407407,2.3138666666666667,0.6177051380552658,0.9723194342634158
battery_power,0.07218098964025149,0.018574074074074073,0.23666666666666666,0.13589644683515822,0.5656168889737976
px_height,0.0358582230314885,0.016148148148148134,0.12093333333333334,0.09101349945362733,0.2350135973979488
px_width,0.025984326972563816,7.407407407408841e-05,0.0856,0.066212871447584,0.754659565987564
mobile_wt,0.0072962499376510335,-7.407407407406987e-05,0.02266666666666667,0.01613362482469842,0.1515699260104687
talk_time,0.004499130141665622,-0.0017037037037037652,0.010666666666666666,0.014993653959950741,0.750850692909781
pc,0.004300385782848291,0.0017037037037037396,0.011866666666666668,0.006566305401950238,0.9401227885026767
clock_speed,0.003993297483662623,-0.004592592592592648,0.012266666666666667,0.012390199469288984,0.8832596131541458
m_dep,0.00310699241326627,-0.0002592592592592497,0.009600000000000001,0.007107724459808483,0.06789465352826884
fc,0.003100971008796403,0.002592592592592683,0.007600000000000001,0.006658493115175044,0.7172702306036958
int_memory,0.0028487586387238436,0.002592592592592656,0.008666666666666666,0.007180477925660961,0.06387790238074009
n_cores,0.002747624690629359,0.0003703703703703724,0.008133333333333333,0.00764511494934074,0.5227805835260579
sc_h,0.0015357041470306543,-0.14524074074074073,0.0036,0.004433628808319062,0.3381580492940449
sc_w,0.0013352578189908023,0.008555555555555568,0.002266666666666667,0.004284887585022942,0.4126417885986946
blue,0.0003972416080559397,-0.013259259259259255,0.0012,0.0008889668545745045,0.568529628510635
wifi,0.00038296223408690116,-0.018574074074074076,0.0004,0.0008889668545745045,0.5246793435242244
four_g,0.0,0.005814814814814794,0.0,0.0,0.13186675680187798
dual_sim,0.0,-0.0032222222222222743,0.0,0.0,0.05585918368977805
three_g,0.0,0.0032592592592592517,0.0,0.0,0.4924557015341511
touch_screen,0.0,0.01459259259259267,0.0,0.0,0.5451113809805397
