,dfx_feature_importance_mean,permutation_feature_importance_mean,model_feature_importance_mean,shap_feature_importance_mean,random_feature_importance_mean
V80,0.12249208458491799,-0.3515686274509804,-0.30521702791455374,0.019894802883760592,0.5579239767581219
V81,-0.05125081562447358,-0.3465686274509803,-0.2981288184156587,0.018833519578758753,0.5808325200628023
V82,-0.1023317283091391,-0.3416666666666666,-0.29699794387650236,0.018152559158332242,0.6976905287302452
V83,-0.016151705272301285,-0.3345833333333334,-0.30000264947494903,0.0177294077966002,0.5654929319536545
V84,0.08480143442378318,-0.3345833333333334,-0.3100071839962235,0.01715147773602767,0.517315796559644
V85,0.16011656001512406,-0.32125,-0.26669352608481395,0.016554602202632062,0.5277330424129809
V86,-0.10271197460302638,-0.33910014005602235,-0.3192209491247379,0.015452049935510121,0.43981429298553465
V87,-0.04660750363295002,-0.3349334733893558,-0.253397765191497,0.014923123950842991,0.5163674094970571
V88,-0.32541512192521493,-0.3345833333333334,-0.31629907683580316,0.014172343480208497,0.6364703307555711
V89,0.11069459724260855,-0.3341001400560224,-0.282293992166857,0.013429078848343934,0.5563800748415182
V90,-0.2286620042447521,-0.3341001400560224,-0.2813206948782811,0.01258140486762213,0.6672642936149414
V91,-0.02148776835836776,-0.33375,-0.2982854208287453,0.01163995424856558,0.5211147316603064
V92,-0.10984695193603865,-0.33375,-0.2960818718910489,0.010872092041633065,0.5418546876733111
V93,-0.06643626268474823,-0.3354166666666667,-0.28408286673048383,0.010368207833852323,0.5412406816878946
V94,-0.23326863157045788,-0.33416666666666667,-0.2618581182599624,0.009258621792327037,0.4803532293442159
V95,-0.16864705359083532,-0.3333333333333333,-0.3245268000057165,0.008638948000118439,0.6446302287660585
V96,0.06336606921622451,-0.3345833333333334,-0.31780694466547826,0.0076101284088587245,0.5541289086703394
V97,-0.13117794075275527,-0.3352836134453782,-0.3113248716869927,0.007114859304164024,0.6015312548007715
V98,-0.04680970029633103,-0.3336834733893557,-0.26702776897901265,0.00656192304641257,0.5463731867527559
V99,-0.1460486395797773,-0.3354166666666667,-0.3016246495567547,0.005940353074567338,0.6414328511284065
V100,-0.10864503931579446,-0.3333333333333333,-0.31514647234287635,0.005668733099698235,0.5854749713947497
V101,0.036254771321969435,-0.3345833333333334,-0.31557300506253794,0.005282914541765352,0.6486141369841084
V102,-0.06912572507931838,-0.3333333333333333,-0.31616062869922956,0.00479314640640348,0.5078339279607973
V103,-0.26113832652580743,-0.33416666666666667,-0.30148841694172,0.003986093932155329,0.6080015494923672
V104,0.05623501445236995,-0.3336834733893557,-0.3129003319842572,0.00349331566234137,0.6585559766138538
V105,-0.035857683369478976,-0.3336834733893557,-0.32524798955216333,0.0029603297794133458,0.43950727891762753
V106,0.16153850460393462,-0.3333333333333333,-0.32707200852456886,0.002314085534811918,0.518454518664602
V107,0.15720270010700368,-0.33416666666666667,-0.31475212515461126,0.0021012455294326152,0.5053226160583765
V108,0.10061272518034192,-0.3333333333333333,-0.31637606036208377,0.0018352867175488996,0.6416081908534715
V109,-0.12890079143255032,-0.3333333333333333,-0.3279292196098003,0.001514168286844621,0.509981034243233
V110,-0.10262696287511236,-0.3333333333333333,-0.3281939739850051,0.0010888812010938337,0.4443726662597529
V111,0.1459387490112849,-0.3333333333333333,-0.3300465442465217,0.0006575869451801593,0.5729219826308422
V112,-0.004496805415462314,-0.3333333333333333,-0.3317687863929916,0.0003735214208735911,0.5055467719488623
V113,0.31857321033243063,-0.3333333333333333,-0.3284156900947002,3.769019692936282e-05,0.5161558045705998
V114,-0.136684416487131,-0.3333333333333333,-0.3285031328093582,6.186989641496707e-07,0.6759363469150665
V115,-0.14512910439801927,-0.3333333333333333,-0.3285031328093582,6.094005046203794e-07,0.6556791137492679
V116,-0.019852813500939287,-0.3333333333333333,-0.3285031328093582,5.550826689309857e-07,0.6554580139115121
V117,0.06010781246748854,-0.3333333333333333,-0.3285031328093582,5.310149604730303e-07,0.5046085103661798
V118,-0.1337226277296761,-0.3333333333333333,-0.3285031328093582,5.05095460055458e-07,0.5470599264274885
