,dfx_feature_importance_mean_vs_mutual_info_score_stats,dfx_feature_importance_mean_vs_mutual_info_score_pvalue,dfx_feature_importance_mean_vs_f_score_pvalue_stats,dfx_feature_importance_mean_vs_f_score_pvalue_pvalue,dfx_feature_importance_mean_vs_random_feature_importance_mean_stats,dfx_feature_importance_mean_vs_random_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_model_feature_importance_mean_stats,dfx_feature_importance_mean_vs_model_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_stats,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_shap_feature_importance_mean_stats,dfx_feature_importance_mean_vs_shap_feature_importance_mean_pvalue
ttest,-3.6752065411006574,0.0020467862000759355,0.21791417732568288,0.8302508706531178,-4.4086962404427,0.00043924002545009773,1.3499448189959973,0.19582336512723142,3.1917329365480938,0.005675444309922804,-1.1883248681318295,0.252045492074881
pearson,0.3580214821425244,0.3441272861364711,-0.2504977820701013,0.5156268651720886,-0.19692445735257694,0.6115678660357674,0.48610173519166616,0.18458261999645736,0.656256150680356,0.05489959064558643,0.48115486439785843,0.18975963327930143
spearman,0.26666666666666666,0.4879222748387009,-0.26666666666666666,0.4879222748387009,-0.26666666666666666,0.4879222748387009,0.4666666666666666,0.20538635110581185,0.38333333333333336,0.30849527238037144,0.26666666666666666,0.4879222748387009
kendalltau,0.2222222222222222,0.47670855379188715,-0.2222222222222222,0.47670855379188715,-0.16666666666666666,0.612202380952381,0.3333333333333333,0.25951829805996474,0.3333333333333333,0.25951829805996474,0.2222222222222222,0.47670855379188715
