,dfx_feature_importance_mean,permutation_feature_importance_mean,model_feature_importance_mean,shap_feature_importance_mean,random_feature_importance_mean
V79,-0.17302067902075474,-0.016643153611809697,0.04551135043909844,0.012598721445296222,0.49852870778144315
V80,-0.5169612419938788,-0.026817661371117803,0.042063931510292855,0.011822526765416636,0.5375136288474498
V81,0.21503726371723247,-0.019518391298125097,0.052819043198326504,0.010847758287963968,0.44833685051881317
V82,0.23295646757121505,-0.012165450121654509,0.054518226590844064,0.010421686817715211,0.40692623796197813
V83,-0.07346157548950444,-0.001824817518248176,0.04979584886765553,0.009981149954957613,0.45490881561914687
V84,0.22772643353199384,-0.001824817518248176,0.03478911494557773,0.009818707530757233,0.5809765065416566
V85,-0.30823361298828483,0.017639902676399026,0.09941830021019718,0.009163464382207024,0.5373243660001602
V86,0.05779911824095135,-0.008432752663109043,0.02116535640770411,0.007789249732429571,0.6559162739925353
V87,0.19677902593577778,-0.0023500276022817897,0.1197565077147825,0.007440734068470109,0.49113287602242184
V88,-0.2888456024104766,-0.001824817518248176,0.025404714541255362,0.0066460426647242665,0.5423967922095297
V89,0.3307397662462329,-0.0005252100840336136,0.07662048530482944,0.005879902409516603,0.6342233791291606
V90,0.36966706537996624,-0.0005252100840336136,0.07809695199364768,0.0055197917443823305,0.6517120541742529
V91,-0.09820762709226212,-0.0006082725060827294,0.05279032854287331,0.004989749373120539,0.5676736768820128
V92,0.20260088403466153,-0.0006082725060827294,0.056095651949417985,0.004714890336623655,0.6469414399750588
V93,0.11920030664517596,-0.0030413625304136272,0.07349861453145393,0.00445426440687745,0.39078506934085455
V94,0.06785205350843102,-0.0012165450121654508,0.10671638726840027,0.003935166694106181,0.6271036336222129
V95,0.16044177092363132,0.0,0.013509801670741235,0.0036995355707486405,0.5558150654661035
V96,-0.0007004449353936737,-0.001824817518248176,0.02319559358927768,0.0034224364681357004,0.4817500441928083
V97,0.20467407253367775,-0.002875237686315403,0.03292081993363369,0.003322185825687758,0.48068788135341567
V98,0.1440446731256926,-0.0005252100840336177,0.0993830408384695,0.003088664087704658,0.46108357404738437
V99,-0.06732455324714334,-0.0030413625304136272,0.047204039759489905,0.0028820830399391728,0.5385719828454785
V100,-0.03169992132863936,0.0,0.02701096775818372,0.0026547498951136317,0.6853062828183124
V101,-0.009862014042740001,-0.0018248175182481764,0.026448384214584425,0.0023684293106821025,0.5034454395517809
V102,-0.02238331016238762,0.0,0.026030874756459918,0.0022977318740524336,0.7071148254229375
V103,-0.1039247482735658,-0.0012165450121654508,0.047406482384555755,0.0020945805901510946,0.5169900331541533
V104,0.04009164812696744,-0.0005252100840336177,0.030525533893243625,0.001676147850490503,0.5195262188847217
V105,-0.28217814346397246,-0.0005252100840336136,0.011997406979269253,0.0015739424404101056,0.5563515214766764
V106,-0.10182113032055623,0.0,0.009208554464456186,0.001414449644022305,0.5542754727642653
V107,0.011969602673920277,-0.0024330900243309016,0.027899343600745644,0.001268146516245419,0.44605458176441115
V108,-0.17660573885207048,0.0,0.02525278948319985,0.0010985052349196766,0.49642800965423084
V109,-0.08965014137691868,0.0,0.008280366231006888,0.0008717333366100178,0.4424534953143697
V110,-0.17747384099368044,0.0,0.008049320811043084,0.0008452349522436474,0.5556804014716274
V111,0.16634497797402953,0.0,0.004784744006959978,0.00027626441780255836,0.47668606446368555
V112,-0.1538024996820171,-0.0006082725060827254,0.0026668944252183236,0.0001509903482072147,0.3758459010760404
V113,0.14708369282964798,0.0,0.007228052981516162,5.561312964246737e-05,0.5955451408900629
V114,-0.11901163626765107,0.0,0.007096888909529059,6.523720451374151e-08,0.6376509468796032
V115,-0.2534752756984324,0.0,0.007096888909529059,6.523720451374151e-08,0.5832196808905342
V116,-0.30561560920473396,0.0,0.007096888909529059,6.523720451374151e-08,0.5456904795448863
V117,-0.01880498124268626,0.0,0.007096888909529059,6.523720451374151e-08,0.5182066393599831
V118,0.4356873428152144,0.0,0.007096888909529059,6.523720451374151e-08,0.5831368104777892
