feature_name,shap_feature_importance,dfx_feature_importance,permutation_feature_importance,model_feature_importance,random_feature_importance
OverTime_No,0.03917143892880496,0.0018703367614438349,0.035934664246823955,0.039598898647150604,0.9598567030626866
OverTime_Yes,0.0331073304333787,-0.001503327283726556,0.019963702359346643,0.03562831729041654,0.5398297498964959
MonthlyIncome,0.024404871454524125,0.0014571990320629187,0.014337568058076225,0.071079354210563,0.3793745809826021
StockOptionLevel,0.02386801481652178,-4.890098810244068e-05,0.025771324863883848,0.026354184564858288,0.34111721104598003
Age,0.016863368968581156,0.00020719903206291133,0.013611615245009076,0.056843178085989016,0.4771060474225408
YearsWithCurrManager,0.016465617610513142,0.00020820729985884383,0.013974591651542651,0.03347623490556292,0.3185783010520057
JobLevel,0.015490005428665103,9.83061101028425e-05,0.005444646098003629,0.020998066643967958,0.3698739087127677
YearsAtCompany,0.015202684036979901,0.00020014115749144128,0.011252268602540836,0.04178351163704362,0.8440654272440341
MaritalStatus_Single,0.014704161708502372,0.0007291456610875831,0.005263157894736842,0.018277891514017288,0.027350124704774714
YearsInCurrentRole,0.014503058406911044,0.0004851028433151858,0.008166969147005444,0.03391456843519212,0.4266895300541609
TotalWorkingYears,0.014128902864880152,0.0018930227868521879,0.003992740471869328,0.04375434099356738,0.5641313382810178
NumCompaniesWorked,0.012124810616869373,-0.00012805001008268176,0.010163339382940109,0.031073102728337205,0.5086671912858872
DistanceFromHome,0.010321340794884431,0.000729145661087583,0.007078039927404719,0.03571332327162319,0.18345077875038573
EnvironmentSatisfaction,0.010239166931887245,1.3611615245005947e-05,0.0058076225045372055,0.023011464255378256,0.08378949129772473
JobSatisfaction,0.009082882586885516,0.0005734523089332513,0.008892921960072594,0.021329381808701527,0.649404760103875
MonthlyRate,0.008575696255828933,0.0015033272837265562,0.00852994555353902,0.041727207404866434,0.4385870410257746
DailyRate,0.007635571507307027,-8.032533440882028e-05,0.006533575317604355,0.04586771591275151,0.13460553983929102
JobRole_Laboratory Technician,0.007384581503664079,-5.612690730658238e-05,0.0032667876588021775,0.009760434495648349,0.9176930655496494
JobInvolvement,0.007341156976850401,-0.0002513107481346988,0.0030852994555353903,0.020605666788696093,0.5935532867390534
Department_Sales,0.006943124369660264,0.00029995966928816545,0.0016333938294010887,0.00950542230468887,0.21068068914516003
EmployeeNumber,0.006258365443932279,-0.000485102843315186,0.004355716878402903,0.04448188103969684,0.9366214462323038
RelationshipSatisfaction,0.006255080453840192,0.0008827384553337397,0.004537205081669692,0.022445236981251893,0.096898602189597
HourlyRate,0.006049516590763648,-0.00019005847953215943,0.004537205081669692,0.037914337860243515,0.8955991715772729
PercentSalaryHike,0.006046203861010108,0.0010092760637225228,0.004718693284936478,0.03204352775951914,0.5880808776564864
YearsSinceLastPromotion,0.005978503017950637,-0.0014571990320629193,0.005081669691470054,0.019422764981166483,0.3228000729089062
BusinessTravel_Travel_Frequently,0.005913310859200871,0.00013863682193990766,0.0012704174228675136,0.011409936416024011,0.1431965607548834
Department_Research & Development,0.0057053843704986335,0.00023643879814480183,0.0016333938294010892,0.007709088957888213,0.98920537330944
WorkLifeBalance,0.005373101454715987,-0.0002450090744101646,0.002540834845735027,0.017181515649624682,0.5798282065110496
JobRole_Sales Representative,0.005161517135327842,-0.00013863682193990753,0.001996370235934664,0.00987762010167783,0.20684311205270467
TrainingTimesLastYear,0.0041190317511402294,-5.612690730658157e-05,0.0016333938294010887,0.021316657466653822,0.8973016256480935
EducationField_Marketing,0.0037050257500187618,-0.0003569267997580199,0.0018148820326678763,0.00791927396490566,0.6154774972376778
Gender_Male,0.0035915610247558138,-0.00020820729985884342,0.0,0.0072181785083361046,0.43891674446786455
Education,0.003468400413792449,0.00047060899374874146,0.0012704174228675136,0.020945014157430036,0.765955713313506
EducationField_Technical Degree,0.0033939526358029324,-8.469449485783078e-05,0.0003629764065335753,0.005837306486258039,0.11855107760312522
Gender_Female,0.003180428385867535,0.00025131074813470016,0.00018148820326678765,0.006894420279862753,0.2738485000031867
JobRole_Sales Executive,0.0025661184620993263,0.00020971970155273979,0.0018148820326678763,0.004854994404565028,0.14100312513095148
MaritalStatus_Married,0.0024969008352152826,8.032533440882039e-05,0.00018148820326678765,0.006631806754313214,0.7548647386495204
JobRole_Research Scientist,0.002471853245114536,-9.628957451099069e-05,0.0,0.006471419806012708,0.6664336120980137
BusinessTravel_Travel_Rarely,0.0024098875757122573,0.0004851028433151859,0.0,0.005114127510116647,0.8139871801812399
EducationField_Life Sciences,0.0023482629135018747,0.0005734523089332514,0.00018148820326678765,0.008234150004987978,0.575137822922943
MaritalStatus_Divorced,0.0022100416913518836,8.46944948578309e-05,0.0009074410163339384,0.004524763596006152,0.838789995824532
JobRole_Healthcare Representative,0.0016350161461283976,-0.00012502520669490052,0.0007259528130671506,0.0030568382076026704,0.8853491631844697
EducationField_Medical,0.0013383657240951389,-4.990925589836457e-05,0.0003629764065335753,0.005731870942623009,0.0994665350567222
BusinessTravel_Non-Travel,0.0013248322522157847,-0.0007123411978221477,0.0,0.004351133913334663,0.17841581220562508
PerformanceRating,0.0012535191194337244,0.000729145661087583,0.0,0.006255481788347379,0.9447680992857093
EducationField_Other,0.0008779918394364126,-0.00022333131679774261,0.0,0.002629240015424873,0.28479095671767396
JobRole_Human Resources,0.0007324074781613866,0.00048510284331518565,0.0,0.0018269112905012655,0.288478821063078
JobRole_Manufacturing Director,0.0006341806711465694,9.830611010284267e-05,0.0009074410163339382,0.0020848381753381666,0.7534688048520642
EducationField_Human Resources,0.0005688741197859313,9.628957451099048e-05,0.0009074410163339382,0.0021389176253613553,0.5191349705923812
Department_Human Resources,0.00044121401369200477,-0.0005762250453720483,0.0,0.0013388474023609208,0.7346257484136831
JobRole_Research Director,0.0004334944833024813,0.0003342407743496711,0.0,0.0008788257201215096,0.9245158525681092
JobRole_Manager,0.0002406128630873565,-5.612690730658218e-05,0.0,0.0009568063334234203,0.9888055742246671
StandardHours,0.0,0.00047060899374874027,0.0,0.0,0.2973485327757408
Over18_Y,0.0,8.032533440882024e-05,0.0,0.0,0.902541302440651
EmployeeCount,0.0,-0.00016838072191974532,0.0,0.0,0.916341847331122
