,dfx_feature_importance_mean_vs_mutual_info_score_stats,dfx_feature_importance_mean_vs_mutual_info_score_pvalue,dfx_feature_importance_mean_vs_f_score_pvalue_stats,dfx_feature_importance_mean_vs_f_score_pvalue_pvalue,dfx_feature_importance_mean_vs_random_feature_importance_mean_stats,dfx_feature_importance_mean_vs_random_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_model_feature_importance_mean_stats,dfx_feature_importance_mean_vs_model_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_stats,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_shap_feature_importance_mean_stats,dfx_feature_importance_mean_vs_shap_feature_importance_mean_pvalue
ttest,-2.446234353939949,0.02214151867824858,1.3938812504434537,0.17612664664969355,-4.11554058426333,0.00039333454655241505,-0.7287288592657334,0.47321914403288023,0.7018097755263973,0.4895483251393946,-0.2891284379801362,0.7749659230992332
pearson,0.8350965074771769,0.00038102279794915896,-0.30529080528661623,0.3104324799109808,-0.23965886477640205,0.43032717991689096,0.8069431148134696,0.0008559797664668109,0.9760067411460424,1.2520211382968042e-08,0.98196785193547,2.632395320583244e-09
spearman,0.945054945054945,1.1239312789557584e-06,-0.945054945054945,1.1239312789557584e-06,-0.3131868131868132,0.2974384220710292,0.8241758241758241,0.0005302228375973583,0.9395604395604396,1.8782484299388895e-06,0.945054945054945,1.1239312789557584e-06
kendalltau,0.846153846153846,5.202487841376731e-06,-0.846153846153846,5.202487841376731e-06,-0.23076923076923073,0.306184939674523,0.6666666666666665,0.000942590074534519,0.846153846153846,5.202487841376731e-06,0.846153846153846,5.202487841376731e-06
