feature_name,shap_feature_importance,dfx_feature_importance,permutation_feature_importance,model_feature_importance,random_feature_importance
ram,50.40658237734817,0.28797011788942134,2.3117333333333336,0.05405698158317975,0.024000869890117182
battery_power,12.625603026364569,0.0275166092025184,0.24706666666666668,0.03285496636975661,0.33175631969353836
px_height,7.150690958170397,0.013352265240321593,0.13466666666666666,0.019472397415372038,0.14183502645202284
px_width,6.902784782236101,0.00754271342709913,0.11946666666666665,0.018539545246513554,0.9121669622086938
mobile_wt,2.0659804149440983,-0.004922490003470418,0.03293333333333333,0.06707771015384223,0.29673849122648
int_memory,0.6342381711547175,0.009953727845795832,0.013600000000000001,0.04027076754147458,0.8249249014595587
n_cores,0.5612452018085765,0.0037482722505719364,0.009466666666666667,0.2803011888743792,0.5115424162630503
pc,0.46091514715074805,-0.0037482722505719477,0.0072,0.08956425036222539,0.8364833847827067
talk_time,0.40747629168219746,-0.009252309661554136,0.007600000000000001,0.08524307428328397,0.6553645974907741
sc_w,0.3665401932033484,-0.0027092886855083786,0.005599999999999999,0.10199749515407004,0.14737651015303954
sc_h,0.34394186206137384,0.007467578725021147,0.004533333333333334,0.0944541627808308,0.4271354331477214
wifi,0.21004834125613603,0.0062216532294122094,0.0032,0.4200996698876959,0.38474380736623914
blue,0.10886635129626222,0.0003135545405832015,0.0012000000000000001,0.21778845643736786,0.15451332363343873
touch_screen,0.09025500888302757,-0.0011473613574810317,0.0010666666666666663,0.18051804079009112,0.8789901039333453
dual_sim,0.08497955820555587,-0.008118112090383175,0.0014666666666666667,0.17013333294404395,0.6920411979217577
fc,0.05926348707616929,0.005198547268108514,-0.0001333333333333334,0.01677133487635972,0.6274858530134924
clock_speed,0.052034671384184744,0.007605085598168984,-0.00013333333333333356,0.07199590365029145,0.055875506576347544
m_dep,0.04943740399841067,-0.008031998519621436,0.00039999999999999964,0.198064688497233,0.10281531173469194
three_g,0.04514433171369062,-0.00788380495336665,0.00026666666666666646,0.12446329791594939,0.2258843922741034
four_g,0.041924419063237794,-0.005194644796074856,-0.0001333333333333334,0.08407618011751324,0.12307551518982573
