,dfx_feature_importance_mean_vs_mutual_info_score_stats,dfx_feature_importance_mean_vs_mutual_info_score_pvalue,dfx_feature_importance_mean_vs_f_score_pvalue_stats,dfx_feature_importance_mean_vs_f_score_pvalue_pvalue,dfx_feature_importance_mean_vs_random_feature_importance_mean_stats,dfx_feature_importance_mean_vs_random_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_model_feature_importance_mean_stats,dfx_feature_importance_mean_vs_model_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_stats,dfx_feature_importance_mean_vs_permutation_feature_importance_mean_pvalue,dfx_feature_importance_mean_vs_shap_feature_importance_mean_stats,dfx_feature_importance_mean_vs_shap_feature_importance_mean_pvalue
ttest,0.02902335777393751,0.9769978583423051,-3.7906753633624026,0.0005227166325902007,-9.92615348791253,4.193434786235821e-12,-1.5036857617795674,0.14092873305741715,0.010354928885553836,0.9917922835276534,-0.40179332236484105,0.6900870810124282
pearson,0.9929004129437587,4.241567343435341e-18,-0.3574258429906358,0.12182481204024964,-0.11427349652488061,0.6314284473984031,0.7688350053543557,7.463218946756764e-05,0.9934098733488758,2.174058483362025e-18,0.9740237024989578,4.654846261881953e-13
spearman,0.7671713233486613,7.908235360248755e-05,-0.77593984962406,5.796529340653607e-05,0.03909774436090225,0.8700037043301221,0.24661654135338343,0.29455199407204263,0.7639097744360903,8.847255639528148e-05,0.77593984962406,5.796529340653607e-05
kendalltau,0.6775567812741559,0.00012813117505611215,-0.6210526315789474,5.1769624060939744e-05,0.021052631578947368,0.9235023313316653,0.2105263157894737,0.2086283978138674,0.5894736842105264,0.00014216492337970727,0.6210526315789474,5.1769624060939744e-05
